,sentence1,sentence2,label
12940,怎样可以排除体内的毒素,怎样排除体内毒素,1
12941,初一数学，检查一下,谁有数学作业本的答案呀！,0
12942,北京城区哪里的庙会门票最便宜?,北京哪里的庙会最正宗?,0
12943,那个国家中国人最喜欢,你喜欢哪个国家，除了中国外的,0
12944,男生去夜店怎么玩,男生去夜店怎么跳,0
12945,英魂之刃副本哪个英雄好用,英魂之刃哪个英雄输出高,0
12946,天庭是什么生肖,看天庭指什么生肖,1
12947,小米手机黑名单怎么解除,小米手机怎么拉黑名单,0
12948,中国的区域是怎么划分的？,中国区域是怎么划分的？,1
12949,我爱你广东话怎么说,我爱你广东话怎么说,1
12950,钩减一笔变新字,加偏旁，变新字开,0
12951,怎样可以让头发快速长长？,怎样使头发快速长长？,1
12952,神武龙女怎么加点,怎样帮宝宝防皴脸,0
12953,谁知道王俊凯住哪里？,谁知道王俊凯住在哪里啊,1
12954,吴世勋的韩文是什么？,吴世勋韩文是什么,1
12955,邓紫棋【泡沫】的空间链接,邓紫棋泡沫空间链接,1
12956,我的这个兰花是什么品种,这个是什么品种兰花？,1
12957,海纳百川有容乃大，后面一句是什么,海纳百川的下一句是什么,1
12958,鉴于您的这种情况，我帮您申请人工受理【修改手机】您看可以吗？,您好，鉴于您的这种情况，我帮您申请人工受理【修改手机】您看可以吗？,1
12959,谁知道这部电视剧的名字吗？,想知道这部电视剧名字,1
12960,谁有短信轰炸机？求发,谁有短信轰炸机,1
12961,农村生活垃圾,农村的生活垃圾,1
12962,联通怎么开通彩铃,怎么开通联通集团炫铃,0
12963,裸官是什么意思？,裸官是什么意思,1
12964,情人节会送老婆什么礼物，都说说,情人节送什么礼物给老婆？,1
12965,请问这个是什么石头？值钱吗？,请问这是什么石头值钱吗?,1
12966,有什么好的创业项目吗,有什么好的创业项目！,1
12967,我的世界创造板,我的世界怎么调创造？,0
12968,你不知道的事陈永馨,陈永馨你不知道的事,1
12969,洗脸用洗脸扑好吗,洗脸扑洗脸好吗,1
12970,苹果手机怎么设置接听界面,苹果手机虚拟按键怎么设置,0
12971,新生儿报户口,关于新生儿报户口,1
12972,有电脑版的百度知道客户端吗？,百度知道电脑有客户端么,1
12973,山东有什么好吃的,苏州哪里有好吃的粥卖,0
12974,怎样搭配衣服好看？,怎样搭配衣服好看,1
12975,乳晕怎么变小,乳晕大怎么变小,1
12976,于字是什么结构？部首是什么？,层是什么结构？部首是什么？,0
12977,谁能去掉图片上的水印,谁有办法可以把图片上的水印去掉,1
12978,你们希望俞灏明的女友是郑爽还是刘惜君？,俞灏明是喜欢刘惜君还是郑爽?,0
12979,巴基斯坦的首都在哪里,巴基斯坦首都是哪里？,1
12980,手工制作的安妮钱包DIY怎么做?,自己在家手工制作牛皮钱包,0
12981,求个百度云账号,求个百度云账号，,1
12982,广西属于哪里,天猫猜品牌在哪里,0
12983,这两个字是什么意思,那两个字什么意思?,1
12984,逆战怎样玩才能最快升级,逆战怎么升级最快,1
12985,中国和美国的区别,美国与中国的区别,1
12986,如何安装汽车坐垫,汽车坐垫怎么安装,1
12987,这个是仓老师吗,骂老师是对的吗,0
12988,我是歌手第三季都有哪些人,我是歌手第三季什么时候开始？,0
12989,免费咨询的律师,律师免费咨询,1
12990,怎样创建个人主页，在哪里创建，在哪里申请,哪里可以免费申请个人主页,1
12991,孕妇可以吃参加别人的婚礼吗,孕妇可以参加婚礼吗？,1
12992,电脑怎样恢复出厂设置？,电脑怎么恢复出厂设置,1
12993,怎样往支付宝里充钱？,怎么给别人的支付宝充钱？,0
12994,怎么折手工飞机啊,手工折飞机怎么折？,1
12995,在农村搞什么养殖能赚钱,在农村养殖什么最赚钱？,1
12996,世界上最大的吃人蛇,世界上最大的蛇是神吗蛇,0
12997,怎么打电话提现余额,糯米账户余额怎么提现啊,0
12998,汽车充气泵什么牌子好用,汽车充气泵什么牌子好用？,1
12999,马油好不好谁用过,马油好不好用？,0
13000,谷歌怎么注册账号,谷歌账号怎么注册去哪儿？,1
13001,最昂贵的稿费打一成语,猜成语：最昂贵的稿费,1
13002,"怀孕33周刚刚往肚子上打了两下,会不会有事",怀孕三个月后肚子被重打了几下会怎样,0
13003,这个玩具是什么,什么是玩具攻？,0
13004,异地什么意思,异地恋什么意思,0
13005,闭月羞花是什么生肖？,闭月羞花是指什么生肖,1
13006,求《冷心弃妃》全本,求《斗锦堂》全本,0
13007,国产平板电脑哪个好？,国产平板电脑里面哪个比较好用啊,0
13008,如何才能金枪不倒,怎样可以金枪不倒,1
13009,我的世界手机版这个怎么玩,我的世界手机版如何跑得更快,0
13010,揉胸部什么感觉,被揉胸部是什么感觉,1
13011,下雨天最适合听什么歌，,下雨天适合听什么歌,1
13012,什么死法最轻松，还不痛苦,什么死法最快又不痛苦,1
13013,女生个性签名,关于哭的个性签名，女生的哦,0
13014,红包可以使用了吗？,是可以使用红包的。,0
13015,希腊的首都是什么呢？,希腊首都叫什么啊？,1
13016,有什么字的意思指君子,君子是什么意思,0
13017,知趣天气猜图，这是谁,知趣天气中猜图这个答案是什么,0
13018,作文：()，我心中的灯,作文：我心中的(),0
13019,什么牌子的手机适合我,我想查一下我的手机是什么牌子,0
13020,总裁大人轻一点第二,总裁大人轻一点txt,0
13021,雪花啤酒是哪里生产的,雪花啤酒的原产地是哪里,1
13022,千金归来有第二部吗？,东京食尸鬼有第二季吗？,0
13023,有什么好玩的网游,什么网游好玩？,1
13024,今年是什么生肖年,今年是什么生肖年？,1
13025,建筑垃圾如何处理,建筑垃圾怎么处理？,1
13026,什么外国电影好看,什么电影好看外国的,1
13027,红米怎样截图,红米怎么截图,1
13028,推荐个好玩的手机游戏吧,推荐一些好玩的手机游戏,1
13029,求此女神的名字？,求此女神的名字，,1
13030,求这个动漫的名字,这个动漫叫什么名字…？,1
13031,充电宝什么牌子的好,充电宝什么牌子好？,1
13032,淘宝上的天天特价要钱吗？,淘宝天天特价还有吗?,0
13033,话费充值卡怎么充支付宝,支付宝充值的话费为什么不到账,0
13034,哈奇小镇为什么完成任务不给我经验,为什么哈奇小镇里有的卡牌我用不了,0
13035,如果有人瞅着你，您会怎么样？,当你想吃棒棒糖时，你会怎么办？,0
13036,灿米粉是什么,粘米粉又叫什么,0
13037,十二生肖最懒的动物是什么？,十二生肖什么动物最懒,1
13038,发短信如何隐藏号码,怎么样可以发短信可以隐藏自己的号码,1
13039,很抱歉，这边是无法给您回电的，支付宝的电话人工客服95188,非常的抱歉，都是系统自动处理的，无法人工干预的，这个只能耐心等待下的,0
13040,龙斗士如何刷龙币,龙斗士怎么刷龙币？,1
13041,网上在哪找女朋友,我们在网上找女朋友吗,0
13042,淘宝怎么发宝贝,怎样在淘宝上晒我卖的宝贝,0
13043,求这张壁纸的高清大图,求这张壁纸，要高清大图,1
13044,这个是什么牌子的牛仔裤？,是什么牌子的牛仔裤,1
13045,国产手机小米好用吗？,小米是国产吗,0
13046,世界上有没有外星人,这世界上有没有外星人,1
13047,白板笔怎么装墨水,白板笔怎么加墨水,1
13048,时空猎人这是什么版,这是什么版的时空猎人,1
13049,儿童打底裤袜哪个牌子好,裤袜哪个牌子好,0
13050,猪八戒是怎么死的,猪八戒是怎么死,1
13051,属鸭子是什么意思？,鸭子什么意思啊,0
13052,中国的国花是什么？,中国的国花是什么啊？,1
13053,陈学冬和宋佳什么关系,陈学冬宋佳是什么关系,1
13054,世界上最好吃的菜是什么,世界什么是最好吃的？,0
13055,求网球双飞种子。,网球双飞的种子…求啊,1
13056,求小说书荒啊！,闹书荒啦，求小说啦！,1
13057,用哪个软件听书最好,听书软件那个最好用,1
13058,吃吐司面包会长胖吗？,狗狗能吃面包吗?,0
13059,冰箱什么品牌好！,什么品牌的冰箱好,1
13060,生日祝福语！,生日祝福语有哪些,1
13061,女人可以吃男人精子吗,女人吃男人精子好吗,1
13062,哪个版本的《鹿鼎记》最好看,《鹿鼎记》哪个版本最好看,1
13063,数学学习_知道团队,简单数学_知道团队,0
13064,对于前男友，我们该怎么做,前男友骂我我该怎么骂他的话,0
13065,那您目前余额宝里有金额多少呢？,请问是支付宝有多少钱的亲？应该扣款多少钱的亲？实际应该扣款多少钱的亲？,0
13066,这个童话故事叫什么啊？,有什么短的童话故事,0
13067,男人和女人是怎么生孩子的,男人和女人怎样有孩子,1
13068,街头篮球名字特别符号怎么打,街头篮球名字空白怎么打,0
13069,天猫和淘宝算什么关系,天猫和淘宝是什么关系,1
13070,计算机的标称频率是什么意思？,动态超频最高频率是什么意思？,0
13071,怎么样才能用找回淘宝密码,淘宝怎么样找回密码,1
13072,小苏打哪里有卖？,小苏打是什么？哪里有卖？,1
13073,我得慢性前列腺炎怎么治呀,慢性前列腺炎怎么治,1
13074,成语玩命猜！求答案！,求成语玩命猜答案,1
13075,请大家帮忙想一想吧,请大家帮忙想一想,1
13076,三个字的电视剧名有哪些,"三个字粤语电影,电视剧有哪些",1
13077,男人如何快速减掉大肚腩,如何有效地减掉大肚腩和大腿赘肉,1
13078,求一部老日本电影,找一部日本电影名,1
13079,作业怎么写,怎么写作业啊,1
13080,《沉沦》一书的作者是,《稻草人》的作者,0
13081,草船借箭谁打谁,是谁草船借箭,0
13082,征途怎样镶职业宝石,征途职业宝石怎么用的啊,0
13083,身份证过期还能买火车票吗？,身份证过期能买到火车票吗？,1
13084,我的世界鸭吃怎么,我的世界按哪个键吃东西,0
13085,有谁知道这个是什么字体吗,谁知道这种叫什么花！哪里有卖,0
13086,苏州华硕电子厂电话是多少啊？,苏州华硕电子厂怎么样，工资多少？,0
13087,请问您当时申请代付的支付宝账户是哪个呢？,好的，您别着急，请问您目前还有其他可以登陆的支付宝账户吗？,0
13088,左眼皮跳有什么预兆吗,左眼皮跳什么预兆,1
13089,黄花鱼怎么做才好吃？,大黄花鱼怎么做好吃,1
13090,新疆好还是内蒙古好？,内蒙古好还是新疆好？,1
13091,老舍的原名是什么了啊,老舍原名是什么,1
13092,怎么去除高原红,怎样去除高原红,1
13093,“卷”是什么意思,请问篮球进攻战术中的“卷切”是什么意思？,0
13094,微信支付和支付宝哪个好,支付宝和财付通哪个好？,0
13095,慈爱的近义词是什么，,慈爱的近义词是什么,1
13096,求海绵宝宝的图,求海绵宝宝的铃声,0
13097,徐州什么最出名？,意大利什么最出名？,0
13098,广州这几天天气怎么样呀,这几天广州的天气怎样,1
13099,求小说，类似《我的美女总裁老婆》,推荐几部与我的美女总裁老婆一样的小说,1
13100,我喜欢上我嫂子了该怎么办？,我爱上了嫂子该怎么办,1
13101,叛逆鲁鲁修所有歌,关于叛逆的鲁鲁修,0
13102,“春江水暖你先知”请回一句,春江水暖鸭先知的上一句和下一句是什么？,0
13103,男生过生日送什么礼物好,男生过生日一般送什么礼物较好,1
13104,做奶茶用什么红茶好？,用什么红茶煮奶茶好,1
13105,如何分手不伤人？,怎么分手可以不伤人,1
13106,图片出自哪部动漫,这这图片出自哪部动漫,1
13107,找朋友借钱怎么开口说呢？,问朋友借钱好难，好难开口怎么办？,0
13108,电动车哪种牌子的电瓶好点,两轮的电瓶车哪种牌子好点啊,0
13109,怎样用手机话费充值时空猎人,时空猎人可以用话费充的充值方式？,0
13110,红糖加酸奶减肥吗,酸奶加红糖减肥么；怎么用,1
13111,电动车什么牌子的比较好,什么牌子的电动车比较好？,1
13112,高考加分问题~,高考加分问题,1
13113,孕妇能吃紫红薯吗？,孕妇可以吃烧红薯吗？,0
13114,怎么样练气功？,刚开始练气功时，该怎么练,1
13115,苹果怎么设置手机铃声,苹果手机怎么设置铃声,1
13116,韩国的大叔怎么讲,韩国大叔拌饭,0
13117,快乐大本营下一期是谁的,快乐大本营下一期是谁啊,1
13118,手臂很黑怎么变白啊,如何把手臂变白？,1
13119,广西话：萌系什么意思,广西话嘿每什么意思,0
13120,歌词是有没有人曾告诉你我很爱你，是什么歌,我想把《有没有人曾告诉你》改歌词。,0
13121,男生染什么颜色的头发好看？,这个男生染什么颜色的头发好看,1
13122,网上找工作怎么找？,一般找网上找工作。怎么找啊,1
13123,世界上真的有神仙吗,这个世界真的有神仙吗？,1
13124,置之度外的度是什么意思？,置之度外的置是什么意思,0
13125,社保可以补交吗,可以补交社保吗？,1
13126,用什么泡水喝可以补气,黄芪和什么一起泡水喝最有补气功效,0
13127,如何查询银行卡里余额,怎么可以查询自己的银行卡余额，,1
13128,猜一下这是什么！,问一下，这是什么刀？,0
13129,全民枪战卡怎么办,全民枪战怎么开飞天挂,0
13130,洛克王国格兰球是什么组别的？,洛克王国的冰龙宝宝是什么组的,0
13131,这个叫什么香菇,干香菇炒什么,0
13132,这植物叫什么名,这个是什么植物阿,1
13133,人的祖先是谁？,我的祖先是谁,0
13134,爱情公寓里第一部11集里胡一菲的手机铃声是什么,爱情公寓里胡一菲用的电话铃声是什么歌名,1
13135,如何提取图片上的文字,如何从图片中提取文字,1
13136,求这张图的情侣图片…,求这张图的情侣图片,1
13137,跑跑卡丁车幸运币怎么得,跑跑卡丁车的幸运币怎么拿,1
13138,纵欲过度，怎样恢复身体。吃什么好,男人纵欲过度的身体外部/特征是什么,0
13139,李易峰吴昕是什么关系,吴昕和李易峰什么关系,1
13140,用什么洗发水去屑好。,什么去屑洗发水好,1
13141,怎么才能找回我淘宝的支付密码呀,淘宝支付密码怎么找回,1
13142,手机话费可以买东西吗,手机话费能买东西吗,1
13143,看电影那些网站比较好,看电影比较好的网站,1
13144,谢文东什么时候出电视剧上映,谢文东电视剧什么时候上映,1
13145,只能联系收款方协商退款的哦,那只能联系收款方协商退款的哦,1
13146,董洁的老公叫啥,杨幂的老公叫啥,0
13147,怎么样瘦小腿,怎么样才能瘦小腿,1
13148,求只能播mp3占用内存小的播放器,求小游戏内存小手机游戏,0
13149,形容挣了很多钱的成语,形容钱多的成语,0
13150,音响没声音了,音响声音不对,1
13151,小米盒子玩游戏怎么样,小米平板怎么样？,0
13152,资生堂眼霜怎么样,苏泊尔电磁炉怎么样,0
13153,这块玛瑙原石值多少钱？,谁知道我的这块水胆玛瑙原石能值多少钱,1
13154,怎样做个好人？,怎样做个好人,1
13155,第三题怎么做,第三题怎么写？,1
13156,全本网游小说排行榜,网游小说排行榜完本,1
13157,自己生日要什么说，才好,怎么写情书给男朋友呢？,0
13158,现货原油投资该怎么做？,新手怎么做现货原油投资,1
13159,酸性食物有哪些，碱性食物有哪些,酸性食物，和碱性食物分别有哪些,1
13160,您操作变现的时候系统将自动计算金额,您之前操作转账是怎么成功的，就是怎么操作的，辛苦您了。,0
13161,把下列词语补充完整。,下列词语补充完整,1
13162,这个的您可以在注册一个账户的，,请问账户这个邮箱是否可以用，如果不行请给我一个可用的邮箱。,0
13163,灿烈最喜欢什么,有多少人喜欢秦时明月呢？,0
13164,怎么装病不上学？,怎么样装病不上学？,1
13165,关于日本旅游办签证的问题！,关于日本旅游签证问题,1
13166,您好，请问是您的姓名还是身份证件号发送变更了呢？,身份证号码是需要给您发送邮件操作修改的，有公安局的变更证明吗？,0
13167,移动卡最低消费是多少元？,定火车票电话是多少？,0
13168,建议您咨询您的朋友操作的,或者建议您咨询您的朋友操作的,1
13169,绝品邪少5044章秘闻的内容,绝品邪少的最新章节,0
13170,怎样能让头发蓬松,有可以让头发蓬松点的剂吗,1
13171,我是什么脸型，适合什么发型？,我是什么脸型？适合什么发型,1
13172,怎么把头发弄成这样就是卷的，,怎样把长头发弄成这样？,0
13173,手机被偷了，关机怎么定位,苹果手机掉了可以找回吗,0
13174,谁能帮我看看这个卦什么意思,大家帮我看看！这是什么意思。,1
13175,什么比爱情公寓更搞笑,日本爱情吻戏动漫,0
13176,张杰有什么很好听的歌,张杰的歌有什么很好听,1
13177,深圳天气怎么样,深圳的天气怎么样,1
13178,煮熟的鸡蛋，放久了以后会爆炸吗？,烤箱可以烤鸡蛋吗？会不会爆炸哦？,0
13179,月经期间怎么减肥,月经期间该如何减肥,1
13180,日本豆腐好吃吗？,日本豆腐好吃吗,1
13181,衣服上的胶怎么能去掉,口香糖沾头发上了，怎么会？,0
13182,求这张图片的出处,这张图片出处,1
13183,这个是什么输入法的表情,什么输入法表情多,0
13184,您是在电脑端登陆的是吗,现在您是电脑登陆的,0
13185,电视剧死了都要爱,看电视剧多了好不,0
13186,华为手机怎样？,华为手机怎样,1
13187,哪个虚拟软件好,虚拟软件哪个好呢,1
13188,巴西对德国谁会赢,德国和巴西谁强,0
13189,梦见他和别人结婚了,梦见自己要结婚,0
13190,桂林什么地方好玩,桂林有什么好玩的地方,1
13191,南京周边有什么好玩的地方啊？,南京周边有啥好玩的地方,1
13192,余额宝怎么办理,余额宝怎么办理，,1
13193,义乌韵达快递电话,韵达快递价格表,0
13194,动物观察日记。,观察动物的日记,1
13195,电瓶车的电池哪个好,电瓶车换电池,0
13196,奥拉星奇灵王怎么打,奥拉星怎么打奇灵王的灵，王,1
13197,在家里做什么能赚钱,在家里赚钱可以做什么,1
13198,经常的同义词是什么?,这些词的同义词是什么啊,1
13199,怎么在网上赚点零花钱,怎么样才能在网上赚点零花钱？,1
13200,山东哪里下雪了？,山东哪里下雪了,1
13201,这个是不是女生,是不是女生都,0
13202,熟食店名字,手机店名字,0
13203,如何删除好友,怎样删除全部好友,1
13204,怎么举报恶意网站,举报恶意网站,1
13205,什么牌子的熨斗最好,买什么牌子的熨斗最好！,1
13206,哪里有孔雀翎全集,哪里能看孔雀翎全集,1
13207,如何加更多微信好友,如何看别人的微信好友,0
13208,男生穿什么裤子不显瘦,胖男生穿什么裤子好看,0
13209,牛仔裤怎么洗不褪色？,牛仔裤裤怎么洗不褪色？,1
13210,穿越火线图标怎么点亮,怎么点亮穿越火线的图标,1
13211,有哪些三国游戏好玩,三国类游戏哪个好玩,1
13212,怎样才能让睫毛变长,怎样使阴茎变长,0
13213,在哪里投诉淘宝卖家,淘宝在哪里投诉卖家,1
13214,怎么设置电子邮件,如何设置电子邮件,1
13215,求助，社会学专业就业前景是什么？,社会学专业是学什么的？,0
13216,快捷的限额是无法提升的，如提示您超限建议您更换其它的付款方式。,如果页面提示超过限额的，建议亲更换付款方式，使用支付宝余额付款的,0
13217,辛苦您提供下正确的身份证的后8位这边帮您核实下。,需要您提供入网证明+身份证正反面照片，核实后可以帮您提交解绑手机的，,0
13218,你说闪电豹好还是雷焰狮王好？,和好朋友吵架，怎么才能和好,0
13219,如何判断左右前后车距,怎样判断左右车距,1
13220,男生眉毛什么样好看,什么样的短卷发好看,0
13221,新年好！,长江后浪推前浪！,0
13222,丧尸国度第二季什么时候出,丧尸国度第二季什么时候出？,1
13223,缘分是什么？,什么叫缘分,1
13224,人黑穿什么颜色的衣服好看,左边的好看还是右边的好看,0
13225,中国人值得骄傲的事有哪些？,中国有哪些值得骄傲的,1
13226,情人节送老公什么礼物,情人节送老公什么礼物？,1
13227,我姓却不能图片制作,我姓却不能图片怎么制作？,1
13228,联通有送流量活动吗,怎样让移动免费给你送流量,0
13229,开心果叫什么，。,开心果是什么,1
13230,史密斯净水器怎么样,史密斯净水器怎么样？,1
13231,求英雄联盟从一血双杀到五杀超神灭团的音效,英雄联盟一杀到五杀。一血到超神的所有音效。,0
13232,玄幻小说？类似吞噬星空，斗破苍穹,有没有类似吞噬星空的小说，都是写走出宇宙的,0
13233,求一部好看的电影？,求一部很好看的狼人的电影,1
13234,手机分辨率怎么看,手机分辨率怎么调,0
13235,给姓袁女孩取名,姓曾女孩取名。,0
13236,这个表情叫什么名字啊，,这个表情叫什么名字？,1
13237,这些是什么品种的多肉植物？,这个植物是什么品种,1
13238,苹果手机怎么用万能钥匙？,苹果手机万能钥匙怎么下,0
13239,剑灵是什么类型的游戏？,剑灵是什么类型游戏,1
13240,河南嵩山少林武术职业学院你了解吗？,嵩山少林武术职业学院外语系商务英语专业咋样？,0
13241,捷渡行车记录仪怎么样？,捷渡行车记录仪怎么样，好吗,1
13242,刀山对什么？,什么什么刀山,0
13243,过年送礼送什么？,过年送礼送什么吃的好,1
13244,“圳”字的拼音怎么打,“树”字的拼音怎么打,0
13245,安卓捕鱼达人2金币修改器下载.apk,梦幻西游资源修改器最新版下载.rar,0
13246,南瓜可以做馒头吗,南瓜酸了可以蒸馒头吗,0
13247,为什么天空是蓝色,天空为什么是蓝色的?,1
13248,粉红色的羽绒服搭配什么颜色的包包好看？,粉色短羽绒服搭配什么颜色的长款好看？,0
13249,求一篇小说大纲,求1万字小说,0
13250,别哭了宝贝原唱是谁,别哭了，宝贝原唱是谁,1
13251,我的世界活塞怎么做,我的世界怎么做活塞门,1
13252,烟台南山学院咋样,烟台南山学院的专科,0
13253,一部叫什么男孩的美国街舞电影,问一部电影？关于街舞电影的？,0
13254,如何科学理解中国特色社会主义理论体系？,怎样理解中国特色社会主义文化的科学内涵,0
13255,听歌用什么软件好,听歌的软件用什么好？,1
13256,银行卡密码输错3次会收到信息吗?,银行卡输错三次密码多久能解锁,0
13257,我现在的地理位置在哪里,我现在的地理位置？,1
13258,若您账户开通短信校验功能，确认收货和申请退款都是需要接收短信校验码的。,、输入校验码和支付密码，点击【确认】，即可关闭短信校验服务。,0
13259,在家淘宝客服靠谱吗,在家做的淘宝客服,1
13260,上面两个方下面一个土念什么？,上面一个四下面两个土念什么,0
13261,天天酷跑怎么刷金币和钻石,现在天天酷跑怎么刷金币和钻石,1
13262,关于爱情电视剧，那个最好看,说说有哪些关于吸血鬼的动漫,0
13263,地坛庙会到什么时候,飞机票什么时候打折,0
13264,跪求あずみ恋迅雷种子,遥めい全集，谢谢},0
13265,一起再看流星雨什么时候播？,一起再看流星雨大结局,0
13266,为什么切洋葱会流眼泪,切洋葱为什么会流眼泪呢·,1
13267,第三个字是秋的成语,第一个是蛇第二个是鸡的成语,0
13268,是i会在6.26号24点之前到账的哦。、,已经处理成功了。到账后，次日（自然日）　最晚下午15,0
13269,巴西人说什么语言？,巴西人说什么语言,1
13270,你知道我想问的问题是什么？,不知道要问什么问题。,0
13271,贮伫怎么组词！给好评,怎么组词，给好评,1
13272,捂脸女头像，求原图,求这头像的原图【阳炎,0
13273,这是什么脸型？…,这是什么脸型,1
13274,鼻子有黑头要怎么去掉啊？,脸上的痣那些可以取，怎么取？,0
13275,藏獒和高加索哪个斗厉害啊,姚明奥尼尔哪个更厉害？,0
13276,我和女朋友的问题,关于女朋友的问题。,1
13277,支付宝红包怎么玩的,支付宝红包怎么抢？,1
13278,隔离霜怎么用？,滴滴打车怎么用，什么时候付款？,0
13279,什么是主观，什么是客观,"人什么是主观了,什么又是客观了",1
13280,有好看的唯美图片么？发下,求唯美好看的图片,1
13281,力求一些好看的全彩国产漫画,好看的国产少女漫画,0
13282,贴吧里的水吧是什么,水吧是做什么的,1
13283,为什么音乐那么好听？,佛教音乐为什么那么好听,0
13284,新武林外传小游戏什么时候出,武林外传什么时候在开新区,0
13285,肾亏吃什么补,治肾亏用什么药,1
13286,别人梦见我被人追杀,梦见被人拿枪追杀！,0
13287,什么药可以治蟑螂,蟑螂怕什么,0
13288,找可以学习英语的电影,谁推荐个好的英语学习软件,0
13289,有人知道她叫什么吗？,有人知道这个叫什么吗？,0
13290,用折纸怎么叠爱心,怎样折纸爱心,1
13291,功夫派兔子要什么灵兽,功夫派兔子用什么灵兽好,1
13292,这里有谁是四川省达州市渠县人？,谁有达州渠县现在的照片？,0
13293,超霸气网名,女生非主流网名,0
13294,您家人是否有这样的手机号码？,请问是这个手机号码收到的信息吗？,0
13295,花椒肉是哪个地方的菜,花椒肉是那个地方的菜,1
13296,国际象棋怎么下？怎么摆？,怎样玩国际象棋,1
13297,我这是什么品种的鸽子啊,鸽子都是有什么品种,1
13298,想找个在家就能上班的工作,找个在家就能做的工作,1
13299,图草书怎么写,等字草书怎么写,0
13300,很抱歉，给您发送错了。,真的很抱歉，您看页面的完整的截图您可以发送一下吗？,0
13301,您可以在淘宝上投诉卖家的,您可以联系淘宝客服申请售后维权的,0
13302,谁知道这是什么车标,谁知道这是什么车的车标,1
13303,装腔作势是什么生肖,什么生肖会装腔作势,1
13304,颈椎病睡什么枕头好,颈椎病用什么枕头,1
13305,大便肛门痛！,大便肛门很疼,1
13306,南京技师学院怎么样啊？,南京技师学院怎么样啊？急！,1
13307,孕妇梦见捡蛇蛋是什么意思,孕妇梦见猪什么意思,0
13308,喝什么水最解渴,喝什么能解渴,1
13309,王师北定中原日中的中原是什么意思,王师北地定中原日的定是什么意思,0
13310,寻一部电影名称,问一部电影的名称,1
13311,医保卡余额怎么查询,怎样查询医保卡里余额？,1
13312,赛尔号怎么打布莱克？,赛尔号暗黑布莱克怎么打,0
13313,骨折吃什么好,骨折吃什么,1
13314,单眼皮女生适合什么发型,17岁单眼皮女生适合什么发型,1
13315,螃蟹死了能不能吃,活螃蟹死了能不能吃,1
13316,现在什么小说好看,现在什么小说最好看,1
13317,男生脸大额头也高留什么发型好看,男生额头大适合什么发型,0
13318,松すみれ中文名字是什么,它的中文名字是什么？,0
13319,岳飞谁写的,岳飞是谁,0
13320,辛苦您核实一下您27号的收支明细,我看到您转账失败了，您等待2-6个工作日查看一下银行卡明细,0
13321,猜你妹，这是什么电影？,这是什么要快啊，谢谢了,0
13322,婧氏面膜好用吗？,薇仕蓝面膜好用吗？,0
13323,林志颖赛车电影有哪些,林志颖的哪些电影好看啊,1
13324,有哪些好的童装品牌？,童装有哪些好一点的品牌,1
13325,华晨宇你喜欢吗？,喜欢华晨宇吗,1
13326,秦时明月游戏要的激活码是什么,求妖精的尾巴在贴吧中的同人小说,0
13327,手机按开机键没反应,手机可以开机充电吗,0
13328,十二生肖三心二意的是什么生肖？,十二生肖五福生肖是什么,0
13329,有关环保的广告词,环保的广告词,1
13330,电子科学与技术专业,电子科学与技术专业应看什么书,0
13331,天天酷跑如何获得积分,天天酷跑怎么获得积分啊？,1
13332,曼昆微观经济学第五版答案,曼昆第五版微观经济学答案,1
13333,晚上吃什么可以减肥,晚上怎么睡可以减肥？,0
13334,什么样的做爱姿势女人最喜欢,女人做爱最喜欢什么样的姿势,1
13335,风中奇缘是讲什么的？好看吗,风中奇缘好看吗？,1
13336,钻石王老五是什么意思哦？,钻石王老五是什么意思,1
13337,一生平庸是什么生肖,欲钱买一生平庸是什么生肖,1
13338,哪个网站能搜索图片？,哪个网站能把动漫图片放上去搜索,0
13339,恩恩，那就是不能发送图片了,这边在线给您转接，很快的，亲,0
13340,我宣你，你造么是什么意思？,我宣你，你造吗，是什么意思,1
13341,《三国演义》有什么好看的？,《西游记》谁演的最好看？,0
13342,你们说郭德纲上得了蛇年春晚吗,郭德纲上过春晚吗？,0
13343,空间怎么自己给自己留言,自己微信的二维码可以自己做吗,0
13344,属狗的人戴什么好,属狗和什么冲,0
13345,蛋炒饭怎么样炒最好吃,蛋炒饭怎么做才好吃？,1
13346,葡萄牙是哪个洲,葡萄牙在那个洲,1
13347,有什么好的眼霜？,什么眼霜好？,1
13348,给我的小孩起个名字,帮我起个姓马的小孩名字,0
13349,长沙在哪里可以办公交卡,长沙哪里可以办公交卡？,1
13350,怎么做脸部排毒,怎么给脸部排毒啊,1
13351,陌陌为什么定位总是失败,白马寺痛消贴为什么贴了会痒,0
13352,现在有什么好看的电视连续剧啊,现在什么电视连续剧好看？,1
13353,温碧泉化妆品怎么样,温碧泉的化妆品怎么样,1
13354,故事是什么样的,关于鹿的故事,0
13355,喜欢上朋友的老婆怎么办？,我有老婆了但是又找了个女朋友,0
13356,男士皮鞋什么牌子好？,男士皮鞋什么牌子好；,1
13357,根这个图类似的女生头像,类似于这个的女生头像，捂脸的,1
13358,洛克王国出了什么任务,腾讯还有什么像洛克王国的游戏？,0
13359,功夫派83—90怎样快速升级,功夫派傲天怎样快速升级,0
13360,中国现代文学史笔记,中国现代文学史复习资料,0
13361,胡歌和杨幂是什么关系?,杨幂和胡歌是什么关系,1
13362,我想下载搜狐视频,我想下载，搜狐视频。,1
